# started 2026-08-31 23:40:28
23:41:08 | limit=  5 | trial  17 | gates= 250 |   39.2s | overall 1/1000
23:58:28 | limit= 40 | trial  76 | gates= 228 |   47.4s | overall 680/1000
23:58:30 | limit= 40 | trial  82 | gates= 230 |   42.6s | overall 681/1000
23:58:32 | limit= 40 | trial  80 | gates= 236 |   47.6s | overall 682/1000
23:58:36 | limit= 40 | trial  83 | gates= 232 |   45.1s | overall 683/1000
23:58:40 | limit= 40 | trial  84 | gates= 234 |   45.0s | overall 684/1000
23:58:45 | limit= 40 | trial  85 | gates= 232 |   45.9s | overall 685/1000
23:58:45 | limit= 40 | trial  86 | gates= 232 |   43.0s | overall 686/1000
23:58:49 | limit= 40 | trial  89 | gates= 232 |   42.3s | overall 687/1000
23:58:49 | limit= 40 | trial  91 | gates= 230 |   40.0s | overall 688/1000
23:58:50 | limit= 40 | trial  87 | gates= 234 |   47.4s | overall 689/1000
23:58:52 | limit= 40 | trial  88 | gates= 234 |   47.6s | overall 690/1000
23:58:53 | limit= 40 | trial  90 | gates= 236 |   44.2s | overall 691/1000
23:58:54 | limit= 40 | trial  93 | gates= 230 |   41.8s | overall 692/1000
23:58:54 | limit= 40 | trial  94 | gates= 234 |   41.5s | overall 693/1000
23:58:55 | limit= 40 | trial  96 | gates= 230 |   41.0s | overall 694/1000
23:58:55 | limit= 40 | trial  92 | gates= 230 |   45.0s | overall 695/1000
23:58:55 | limit= 40 | trial  97 | gates= 230 |   40.8s | overall 696/1000
23:58:56 | limit= 40 | trial  95 | gates= 226 |   43.0s | overall 697/1000
23:58:57 | limit= 40 | trial  98 | gates= 236 |   41.6s | overall 698/1000
23:59:00 | limit= 40 | trial  99 | gates= 236 |   41.7s | overall 699/1000
23:59:07 | limit= 55 | trial   1 | gates= 232 |   43.9s | overall 700/1000
23:59:07 | limit= 55 | trial   2 | gates= 232 |   43.3s | overall 701/1000
23:59:08 | limit= 55 | trial   3 | gates= 232 |   44.2s | overall 702/1000
23:59:08 | limit= 55 | trial   6 | gates= 234 |   41.4s | overall 703/1000
23:59:09 | limit= 55 | trial   7 | gates= 228 |   41.2s | overall 704/1000
23:59:09 | limit= 40 | trial 100 | gates= 228 |   47.1s | overall 705/1000
23:59:14 | limit= 55 | trial   4 | gates= 232 |   47.0s | overall 706/1000
23:59:14 | limit= 55 | trial   5 | gates= 236 |   47.0s | overall 707/1000
23:59:14 | limit= 55 | trial   9 | gates= 232 |   42.4s | overall 708/1000
23:59:15 | limit= 55 | trial   8 | gates= 230 |   47.3s | overall 709/1000
23:59:17 | limit= 55 | trial  11 | gates= 236 |   41.1s | overall 710/1000
23:59:20 | limit= 55 | trial  10 | gates= 230 |   47.8s | overall 711/1000
23:59:21 | limit= 55 | trial  12 | gates= 228 |   41.4s | overall 712/1000
23:59:27 | limit= 55 | trial  14 | gates= 232 |   42.3s | overall 713/1000
23:59:32 | limit= 55 | trial  16 | gates= 232 |   42.2s | overall 714/1000
23:59:32 | limit= 55 | trial  13 | gates= 224 |   47.0s | overall 715/1000
23:59:33 | limit= 55 | trial  19 | gates= 232 |   39.9s | overall 716/1000
23:59:34 | limit= 55 | trial  15 | gates= 234 |   45.6s | overall 717/1000
23:59:35 | limit= 55 | trial  21 | gates= 232 |   40.9s | overall 718/1000
23:59:36 | limit= 55 | trial  20 | gates= 236 |   42.6s | overall 719/1000
23:59:37 | limit= 55 | trial  24 | gates= 238 |   42.0s | overall 720/1000
23:59:38 | limit= 55 | trial  17 | gates= 234 |   47.3s | overall 721/1000
23:59:38 | limit= 55 | trial  23 | gates= 232 |   42.3s | overall 722/1000
23:59:38 | limit= 55 | trial  22 | gates= 226 |   43.5s | overall 723/1000
23:59:38 | limit= 55 | trial  18 | gates= 232 |   46.5s | overall 724/1000
23:59:39 | limit= 55 | trial  26 | gates= 236 |   41.8s | overall 725/1000
23:59:40 | limit= 55 | trial  25 | gates= 234 |   43.6s | overall 726/1000
23:59:43 | limit= 55 | trial  27 | gates= 238 |   43.0s | overall 727/1000
23:59:49 | limit= 55 | trial  29 | gates= 232 |   41.5s | overall 728/1000
23:59:50 | limit= 55 | trial  28 | gates= 234 |   42.9s | overall 729/1000
23:59:51 | limit= 55 | trial  31 | gates= 228 |   42.3s | overall 730/1000
23:59:53 | limit= 55 | trial  35 | gates= 228 |   40.7s | overall 731/1000
23:59:53 | limit= 55 | trial  32 | gates= 226 |   43.9s | overall 732/1000
23:59:55 | limit= 55 | trial  30 | gates= 228 |   47.2s | overall 733/1000
23:59:56 | limit= 55 | trial  36 | gates= 236 |   44.3s | overall 734/1000
23:59:56 | limit= 55 | trial  33 | gates= 234 |   47.0s | overall 735/1000
23:59:57 | limit= 55 | trial  34 | gates= 234 |   45.8s | overall 736/1000
00:00:02 | limit= 55 | trial  38 | gates= 232 |   44.3s | overall 737/1000
00:00:03 | limit= 55 | trial  40 | gates= 232 |   41.3s | overall 738/1000
00:00:03 | limit= 55 | trial  37 | gates= 232 |   47.3s | overall 739/1000
00:00:08 | limit= 55 | trial  39 | gates= 232 |   47.5s | overall 740/1000
00:00:10 | limit= 55 | trial  41 | gates= 232 |   42.8s | overall 741/1000
00:00:14 | limit= 55 | trial  42 | gates= 224 |   42.9s | overall 742/1000
00:00:15 | limit= 55 | trial  44 | gates= 228 |   42.1s | overall 743/1000
00:00:17 | limit= 55 | trial  47 | gates= 234 |   41.1s | overall 744/1000
00:00:18 | limit= 55 | trial  46 | gates= 230 |   42.8s | overall 745/1000
00:00:19 | limit= 55 | trial  43 | gates= 236 |   47.0s | overall 746/1000
00:00:19 | limit= 55 | trial  52 | gates= 230 |   40.9s | overall 747/1000
00:00:20 | limit= 55 | trial  48 | gates= 232 |   42.5s | overall 748/1000
00:00:21 | limit= 55 | trial  45 | gates= 236 |   46.2s | overall 749/1000
00:00:21 | limit= 55 | trial  54 | gates= 238 |   41.3s | overall 750/1000
00:00:21 | limit= 55 | trial  53 | gates= 236 |   42.4s | overall 751/1000
00:00:21 | limit= 55 | trial  50 | gates= 232 |   43.8s | overall 752/1000
00:00:23 | limit= 55 | trial  49 | gates= 236 |   45.3s | overall 753/1000
00:00:23 | limit= 55 | trial  51 | gates= 234 |   44.8s | overall 754/1000
00:00:25 | limit= 55 | trial  55 | gates= 232 |   42.0s | overall 755/1000
00:00:29 | limit= 55 | trial  56 | gates= 228 |   40.0s | overall 756/1000
00:00:33 | limit= 55 | trial  58 | gates= 232 |   42.2s | overall 757/1000
00:00:34 | limit= 55 | trial  59 | gates= 238 |   41.0s | overall 758/1000
00:00:35 | limit= 55 | trial  57 | gates= 230 |   45.4s | overall 759/1000
00:00:38 | limit= 55 | trial  60 | gates= 230 |   45.0s | overall 760/1000
00:00:41 | limit= 55 | trial  64 | gates= 230 |   44.0s | overall 761/1000
00:00:42 | limit= 55 | trial  62 | gates= 236 |   45.6s | overall 762/1000
00:00:42 | limit= 55 | trial  61 | gates= 236 |   47.2s | overall 763/1000
00:00:44 | limit= 55 | trial  63 | gates= 236 |   47.0s | overall 764/1000
00:00:45 | limit= 55 | trial  65 | gates= 226 |   43.6s | overall 765/1000
00:00:46 | limit= 55 | trial  66 | gates= 234 |   43.2s | overall 766/1000
00:00:50 | limit= 55 | trial  67 | gates= 232 |   47.3s | overall 767/1000
00:00:51 | limit= 55 | trial  69 | gates= 230 |   40.8s | overall 768/1000
00:00:52 | limit= 55 | trial  68 | gates= 234 |   43.9s | overall 769/1000
00:00:58 | limit= 55 | trial  70 | gates= 232 |   43.2s | overall 770/1000
00:00:58 | limit= 55 | trial  73 | gates= 238 |   40.6s | overall 771/1000
00:00:59 | limit= 55 | trial  71 | gates= 230 |   43.9s | overall 772/1000
00:01:00 | limit= 55 | trial  72 | gates= 232 |   43.3s | overall 773/1000
00:01:01 | limit= 55 | trial  76 | gates= 228 |   41.2s | overall 774/1000
00:01:02 | limit= 55 | trial  75 | gates= 236 |   42.3s | overall 775/1000
00:01:03 | limit= 55 | trial  79 | gates= 236 |   42.1s | overall 776/1000
00:01:03 | limit= 55 | trial  78 | gates= 228 |   42.4s | overall 777/1000
00:01:04 | limit= 55 | trial  82 | gates= 236 |   40.7s | overall 778/1000
00:01:04 | limit= 55 | trial  81 | gates= 228 |   41.7s | overall 779/1000
00:01:05 | limit= 55 | trial  80 | gates= 230 |   43.8s | overall 780/1000
00:01:06 | limit= 55 | trial  74 | gates= 230 |   47.0s | overall 781/1000
00:01:08 | limit= 55 | trial  77 | gates= 232 |   47.2s | overall 782/1000
00:01:09 | limit= 55 | trial  83 | gates= 230 |   44.3s | overall 783/1000
00:01:09 | limit= 55 | trial  84 | gates= 236 |   40.9s | overall 784/1000
00:01:16 | limit= 55 | trial  86 | gates= 234 |   42.0s | overall 785/1000
00:01:16 | limit= 55 | trial  85 | gates= 232 |   43.5s | overall 786/1000
00:01:21 | limit= 55 | trial  89 | gates= 234 |   40.2s | overall 787/1000
00:01:21 | limit= 55 | trial  87 | gates= 230 |   46.0s | overall 788/1000
00:01:25 | limit= 55 | trial  88 | gates= 234 |   46.9s | overall 789/1000
00:01:27 | limit= 55 | trial  94 | gates= 232 |   41.0s | overall 790/1000
00:01:28 | limit= 55 | trial  93 | gates= 236 |   43.0s | overall 791/1000
00:01:29 | limit= 55 | trial  90 | gates= 234 |   47.2s | overall 792/1000
00:01:30 | limit= 55 | trial  91 | gates= 232 |   47.1s | overall 793/1000
00:01:31 | limit= 55 | trial  92 | gates= 238 |   47.1s | overall 794/1000
00:01:33 | limit= 55 | trial  96 | gates= 236 |   42.7s | overall 795/1000
00:01:34 | limit= 55 | trial  95 | gates= 230 |   44.1s | overall 796/1000
00:01:36 | limit= 55 | trial  97 | gates= 228 |   44.6s | overall 797/1000
00:01:41 | limit= 55 | trial  99 | gates= 234 |   43.0s | overall 798/1000
00:01:42 | limit= 80 | trial   1 | gates= 232 |   41.2s | overall 799/1000
00:01:42 | limit= 55 | trial 100 | gates= 230 |   42.9s | overall 800/1000
00:01:44 | limit= 80 | trial   4 | gates= 230 |   40.9s | overall 801/1000
00:01:44 | limit= 55 | trial  98 | gates= 230 |   46.5s | overall 802/1000
00:01:49 | limit= 80 | trial   3 | gates= 230 |   43.2s | overall 803/1000
00:01:49 | limit= 80 | trial   8 | gates= 234 |   41.0s | overall 804/1000
00:01:49 | limit= 80 | trial   2 | gates= 234 |   45.9s | overall 805/1000
00:01:49 | limit= 80 | trial   5 | gates= 236 |   44.7s | overall 806/1000
00:01:49 | limit= 80 | trial   6 | gates= 232 |   44.1s | overall 807/1000
00:01:49 | limit= 80 | trial   7 | gates= 228 |   43.9s | overall 808/1000
00:01:49 | limit= 80 | trial   9 | gates= 230 |   43.0s | overall 809/1000
00:01:51 | limit= 80 | trial  10 | gates= 234 |   43.0s | overall 810/1000
00:01:52 | limit= 80 | trial  11 | gates= 232 |   43.5s | overall 811/1000
00:01:54 | limit= 80 | trial  12 | gates= 234 |   44.7s | overall 812/1000
00:01:59 | limit= 80 | trial  13 | gates= 228 |   43.3s | overall 813/1000
00:02:03 | limit= 80 | trial  15 | gates= 232 |   42.0s | overall 814/1000
00:02:04 | limit= 80 | trial  14 | gates= 238 |   47.4s | overall 815/1000
00:02:04 | limit= 80 | trial  16 | gates= 234 |   42.5s | overall 816/1000
00:02:07 | limit= 80 | trial  18 | gates= 230 |   40.3s | overall 817/1000
00:02:08 | limit= 80 | trial  17 | gates= 230 |   43.1s | overall 818/1000
00:02:10 | limit= 80 | trial  19 | gates= 228 |   41.7s | overall 819/1000
00:02:16 | limit= 80 | trial  23 | gates= 234 |   42.2s | overall 820/1000
00:02:16 | limit= 80 | trial  25 | gates= 226 |   39.5s | overall 821/1000
00:02:17 | limit= 80 | trial  20 | gates= 228 |   47.3s | overall 822/1000
00:02:17 | limit= 80 | trial  21 | gates= 238 |   47.2s | overall 823/1000
00:02:18 | limit= 80 | trial  22 | gates= 236 |   47.0s | overall 824/1000
00:02:19 | limit= 80 | trial  24 | gates= 228 |   44.7s | overall 825/1000
00:02:22 | limit= 80 | trial  28 | gates= 232 |   40.0s | overall 826/1000
00:02:23 | limit= 80 | trial  26 | gates= 240 |   41.2s | overall 827/1000
00:02:27 | limit= 80 | trial  29 | gates= 234 |   42.9s | overall 828/1000
00:02:27 | limit= 80 | trial  31 | gates= 236 |   42.0s | overall 829/1000
00:02:27 | limit= 80 | trial  27 | gates= 230 |   45.6s | overall 830/1000
00:02:28 | limit= 80 | trial  30 | gates= 236 |   43.6s | overall 831/1000
00:02:31 | limit= 80 | trial  34 | gates= 232 |   42.8s | overall 832/1000
00:02:31 | limit= 80 | trial  38 | gates= 238 |   40.0s | overall 833/1000
00:02:33 | limit= 80 | trial  32 | gates= 230 |   46.9s | overall 834/1000
00:02:33 | limit= 80 | trial  36 | gates= 234 |   45.0s | overall 835/1000
00:02:34 | limit= 80 | trial  37 | gates= 236 |   45.0s | overall 836/1000
00:02:34 | limit= 80 | trial  33 | gates= 228 |   47.0s | overall 837/1000
00:02:34 | limit= 80 | trial  39 | gates= 228 |   41.8s | overall 838/1000
00:02:35 | limit= 80 | trial  35 | gates= 232 |   46.9s | overall 839/1000
00:02:38 | limit= 80 | trial  40 | gates= 232 |   43.9s | overall 840/1000
00:02:41 | limit= 80 | trial  41 | gates= 232 |   41.8s | overall 841/1000
00:02:44 | limit= 80 | trial  42 | gates= 236 |   40.9s | overall 842/1000
00:02:46 | limit= 80 | trial  44 | gates= 236 |   41.8s | overall 843/1000
00:02:51 | limit= 80 | trial  47 | gates= 232 |   40.8s | overall 844/1000
00:02:51 | limit= 80 | trial  43 | gates= 232 |   47.2s | overall 845/1000
00:02:51 | limit= 80 | trial  46 | gates= 234 |   42.9s | overall 846/1000
00:02:52 | limit= 80 | trial  45 | gates= 234 |   44.5s | overall 847/1000
00:02:56 | limit= 80 | trial  49 | gates= 234 |   40.7s | overall 848/1000
00:02:57 | limit= 80 | trial  50 | gates= 234 |   40.5s | overall 849/1000
00:03:00 | limit= 80 | trial  53 | gates= 228 |   40.9s | overall 850/1000
00:03:01 | limit= 80 | trial  48 | gates= 228 |   45.7s | overall 851/1000
00:03:01 | limit= 80 | trial  51 | gates= 234 |   44.6s | overall 852/1000
00:03:04 | limit= 80 | trial  55 | gates= 234 |   41.5s | overall 853/1000
00:03:05 | limit= 80 | trial  52 | gates= 236 |   47.0s | overall 854/1000
00:03:06 | limit= 80 | trial  54 | gates= 234 |   43.4s | overall 855/1000
00:03:07 | limit= 80 | trial  56 | gates= 238 |   40.5s | overall 856/1000
00:03:09 | limit= 80 | trial  58 | gates= 234 |   42.1s | overall 857/1000
00:03:10 | limit= 80 | trial  57 | gates= 232 |   43.3s | overall 858/1000
00:03:11 | limit= 80 | trial  61 | gates= 234 |   40.7s | overall 859/1000
00:03:15 | limit= 80 | trial  66 | gates= 230 |   40.9s | overall 860/1000
00:03:15 | limit= 80 | trial  59 | gates= 232 |   47.3s | overall 861/1000
00:03:18 | limit= 80 | trial  65 | gates= 234 |   44.0s | overall 862/1000
00:03:18 | limit= 80 | trial  62 | gates= 232 |   45.2s | overall 863/1000
00:03:18 | limit= 80 | trial  60 | gates= 234 |   47.4s | overall 864/1000
00:03:19 | limit= 80 | trial  63 | gates= 232 |   45.4s | overall 865/1000
00:03:19 | limit= 80 | trial  64 | gates= 234 |   45.5s | overall 866/1000
00:03:22 | limit= 80 | trial  67 | gates= 236 |   47.3s | overall 867/1000
00:03:22 | limit= 80 | trial  69 | gates= 234 |   41.7s | overall 868/1000
00:03:25 | limit= 80 | trial  68 | gates= 230 |   47.3s | overall 869/1000
00:03:27 | limit= 80 | trial  71 | gates= 236 |   41.0s | overall 870/1000
00:03:27 | limit= 80 | trial  70 | gates= 234 |   42.8s | overall 871/1000
00:03:32 | limit= 80 | trial  75 | gates= 238 |   40.3s | overall 872/1000
00:03:33 | limit= 80 | trial  72 | gates= 238 |   42.2s | overall 873/1000
00:03:34 | limit= 80 | trial  74 | gates= 228 |   43.1s | overall 874/1000
00:03:37 | limit= 80 | trial  76 | gates= 230 |   40.9s | overall 875/1000
00:03:38 | limit= 80 | trial  73 | gates= 240 |   47.2s | overall 876/1000
00:03:40 | limit= 80 | trial  77 | gates= 234 |   43.0s | overall 877/1000
00:03:43 | limit= 80 | trial  79 | gates= 238 |   41.5s | overall 878/1000
00:03:43 | limit= 80 | trial  78 | gates= 230 |   43.2s | overall 879/1000
00:03:44 | limit= 80 | trial  81 | gates= 236 |   39.5s | overall 880/1000
00:03:47 | limit= 80 | trial  80 | gates= 230 |   45.7s | overall 881/1000
00:03:48 | limit= 80 | trial  83 | gates= 236 |   42.6s | overall 882/1000
00:03:51 | limit= 80 | trial  84 | gates= 232 |   43.9s | overall 883/1000
00:03:52 | limit= 80 | trial  86 | gates= 230 |   41.3s | overall 884/1000
00:03:52 | limit= 80 | trial  82 | gates= 240 |   47.1s | overall 885/1000
00:03:56 | limit= 80 | trial  85 | gates= 232 |   47.0s | overall 886/1000
00:03:58 | limit= 80 | trial  91 | gates= 228 |   40.3s | overall 887/1000
00:03:59 | limit= 80 | trial  88 | gates= 232 |   43.7s | overall 888/1000
00:03:59 | limit= 80 | trial  87 | gates= 238 |   47.4s | overall 889/1000
00:03:59 | limit= 80 | trial  90 | gates= 240 |   41.4s | overall 890/1000
00:04:02 | limit= 80 | trial  89 | gates= 232 |   46.9s | overall 891/1000
00:04:02 | limit= 80 | trial  94 | gates= 234 |   43.0s | overall 892/1000
00:04:03 | limit= 80 | trial  95 | gates= 232 |   41.2s | overall 893/1000
00:04:03 | limit= 80 | trial  93 | gates= 232 |   44.7s | overall 894/1000
00:04:04 | limit= 80 | trial  92 | gates= 230 |   45.8s | overall 895/1000
00:04:04 | limit= 80 | trial  96 | gates= 236 |   41.6s | overall 896/1000
00:04:11 | limit= 80 | trial 100 | gates= 234 |   39.6s | overall 897/1000
00:04:12 | limit= 80 | trial  99 | gates= 228 |   44.6s | overall 898/1000
00:04:13 | limit= 80 | trial  98 | gates= 236 |   45.8s | overall 899/1000
00:04:13 | limit= 80 | trial  97 | gates= 240 |   47.3s | overall 900/1000
00:04:18 | limit=120 | trial   2 | gates= 234 |   43.8s | overall 901/1000
00:04:19 | limit=120 | trial   1 | gates= 236 |   45.8s | overall 902/1000
00:04:20 | limit=120 | trial   3 | gates= 236 |   42.9s | overall 903/1000
00:04:24 | limit=120 | trial   5 | gates= 232 |   43.8s | overall 904/1000
00:04:25 | limit=120 | trial   7 | gates= 234 |   41.7s | overall 905/1000
00:04:25 | limit=120 | trial   4 | gates= 236 |   46.9s | overall 906/1000
00:04:25 | limit=120 | trial   6 | gates= 240 |   42.7s | overall 907/1000
00:04:26 | limit=120 | trial   8 | gates= 236 |   42.7s | overall 908/1000
00:04:29 | limit=120 | trial   9 | gates= 234 |   42.0s | overall 909/1000
00:04:33 | limit=120 | trial  12 | gates= 238 |   41.7s | overall 910/1000
00:04:35 | limit=120 | trial  10 | gates= 232 |   46.6s | overall 911/1000
00:04:39 | limit=120 | trial  11 | gates= 236 |   47.4s | overall 912/1000
00:04:39 | limit=120 | trial  13 | gates= 234 |   47.2s | overall 913/1000
00:04:39 | limit=120 | trial  14 | gates= 234 |   42.9s | overall 914/1000
00:04:40 | limit=120 | trial  17 | gates= 236 |   41.5s | overall 915/1000
00:04:42 | limit=120 | trial  18 | gates= 230 |   42.3s | overall 916/1000
00:04:42 | limit=120 | trial  19 | gates= 242 |   40.3s | overall 917/1000
00:04:44 | limit=120 | trial  16 | gates= 236 |   44.9s | overall 918/1000
00:04:44 | limit=120 | trial  20 | gates= 236 |   42.2s | overall 919/1000
00:04:45 | limit=120 | trial  21 | gates= 234 |   41.8s | overall 920/1000
00:04:46 | limit=120 | trial  15 | gates= 234 |   47.4s | overall 921/1000
00:04:47 | limit=120 | trial  23 | gates= 234 |   42.6s | overall 922/1000
00:04:47 | limit=120 | trial  24 | gates= 238 |   43.2s | overall 923/1000
00:04:51 | limit=120 | trial  22 | gates= 228 |   47.3s | overall 924/1000
00:04:51 | limit=120 | trial  25 | gates= 240 |   39.7s | overall 925/1000
00:04:53 | limit=120 | trial  27 | gates= 230 |   40.4s | overall 926/1000
00:04:59 | limit=120 | trial  26 | gates= 230 |   47.0s | overall 927/1000
00:04:59 | limit=120 | trial  29 | gates= 240 |   41.1s | overall 928/1000
00:05:00 | limit=120 | trial  28 | gates= 232 |   47.3s | overall 929/1000
00:05:02 | limit=120 | trial  31 | gates= 228 |   41.9s | overall 930/1000
00:05:03 | limit=120 | trial  30 | gates= 240 |   44.5s | overall 931/1000
00:05:04 | limit=120 | trial  33 | gates= 234 |   39.4s | overall 932/1000
00:05:06 | limit=120 | trial  36 | gates= 234 |   40.0s | overall 933/1000
00:05:07 | limit=120 | trial  32 | gates= 238 |   43.2s | overall 934/1000
00:05:09 | limit=120 | trial  35 | gates= 238 |   43.1s | overall 935/1000
00:05:11 | limit=120 | trial  37 | gates= 230 |   41.7s | overall 936/1000
00:05:12 | limit=120 | trial  34 | gates= 236 |   47.1s | overall 937/1000
00:05:18 | limit=120 | trial  38 | gates= 240 |   44.7s | overall 938/1000
00:05:18 | limit=120 | trial  39 | gates= 236 |   43.6s | overall 939/1000
00:05:20 | limit=120 | trial  42 | gates= 234 |   40.7s | overall 940/1000
00:05:21 | limit=120 | trial  40 | gates= 232 |   42.0s | overall 941/1000
00:05:21 | limit=120 | trial  43 | gates= 234 |   40.7s | overall 942/1000
00:05:21 | limit=120 | trial  41 | gates= 234 |   42.6s | overall 943/1000
00:05:25 | limit=120 | trial  44 | gates= 228 |   43.6s | overall 944/1000
00:05:26 | limit=120 | trial  48 | gates= 232 |   41.3s | overall 945/1000
00:05:28 | limit=120 | trial  45 | gates= 232 |   45.7s | overall 946/1000
00:05:29 | limit=120 | trial  50 | gates= 236 |   42.8s | overall 947/1000
00:05:30 | limit=120 | trial  47 | gates= 240 |   45.9s | overall 948/1000
00:05:31 | limit=120 | trial  46 | gates= 232 |   47.1s | overall 949/1000
00:05:32 | limit=120 | trial  49 | gates= 238 |   46.5s | overall 950/1000
00:05:35 | limit=120 | trial  51 | gates= 240 |   47.6s | overall 951/1000
00:05:35 | limit=120 | trial  54 | gates= 236 |   42.4s | overall 952/1000
00:05:36 | limit=120 | trial  52 | gates= 232 |   45.3s | overall 953/1000
00:05:38 | limit=120 | trial  53 | gates= 236 |   47.1s | overall 954/1000
00:05:40 | limit=120 | trial  56 | gates= 228 |   40.9s | overall 955/1000
00:05:40 | limit=120 | trial  57 | gates= 234 |   40.5s | overall 956/1000
00:05:44 | limit=120 | trial  60 | gates= 238 |   40.5s | overall 957/1000
00:05:45 | limit=120 | trial  58 | gates= 234 |   42.5s | overall 958/1000
00:05:46 | limit=120 | trial  55 | gates= 234 |   46.9s | overall 959/1000
00:05:46 | limit=120 | trial  59 | gates= 228 |   42.7s | overall 960/1000
00:05:49 | limit=120 | trial  62 | gates= 238 |   42.0s | overall 961/1000
00:05:51 | limit=120 | trial  63 | gates= 232 |   42.6s | overall 962/1000
00:05:53 | limit=120 | trial  64 | gates= 236 |   41.7s | overall 963/1000
00:05:53 | limit=120 | trial  61 | gates= 236 |   46.5s | overall 964/1000
00:05:59 | limit=120 | trial  65 | gates= 232 |   47.3s | overall 965/1000
00:06:00 | limit=120 | trial  68 | gates= 234 |   40.1s | overall 966/1000
00:06:02 | limit=120 | trial  67 | gates= 238 |   43.3s | overall 967/1000
00:06:03 | limit=120 | trial  66 | gates= 238 |   44.9s | overall 968/1000
00:06:03 | limit=120 | trial  71 | gates= 234 |   42.0s | overall 969/1000
00:06:04 | limit=120 | trial  70 | gates= 234 |   43.2s | overall 970/1000
00:06:06 | limit=120 | trial  72 | gates= 234 |   40.7s | overall 971/1000
00:06:07 | limit=120 | trial  73 | gates= 236 |   41.1s | overall 972/1000
00:06:08 | limit=120 | trial  69 | gates= 232 |   47.3s | overall 973/1000
00:06:10 | limit=120 | trial  74 | gates= 234 |   41.6s | overall 974/1000
00:06:12 | limit=120 | trial  75 | gates= 230 |   42.6s | overall 975/1000
00:06:14 | limit=120 | trial  78 | gates= 238 |   41.2s | overall 976/1000
00:06:15 | limit=120 | trial  76 | gates= 232 |   44.3s | overall 977/1000
00:06:16 | limit=120 | trial  77 | gates= 240 |   45.7s | overall 978/1000
00:06:17 | limit=120 | trial  80 | gates= 238 |   42.1s | overall 979/1000
00:06:20 | limit=120 | trial  79 | gates= 236 |   45.0s | overall 980/1000
00:06:20 | limit=120 | trial  81 | gates= 234 |   44.3s | overall 981/1000
00:06:21 | limit=120 | trial  83 | gates= 240 |   40.7s | overall 982/1000
00:06:22 | limit=120 | trial  84 | gates= 236 |   41.4s | overall 983/1000
00:06:22 | limit=120 | trial  82 | gates= 236 |   44.0s | overall 984/1000
00:06:24 | limit=120 | trial  85 | gates= 238 |   39.8s | overall 985/1000
00:06:24 | limit=120 | trial  86 | gates= 234 |   39.9s | overall 986/1000
00:06:26 | limit=120 | trial  88 | gates= 236 |   40.4s | overall 987/1000
00:06:27 | limit=120 | trial  87 | gates= 236 |   41.3s | overall 988/1000
00:06:28 | limit=120 | trial  89 | gates= 236 |   38.6s | overall 989/1000
00:06:30 | limit=120 | trial  91 | gates= 232 |   37.3s | overall 990/1000
00:06:30 | limit=120 | trial  90 | gates= 234 |   39.2s | overall 991/1000
00:06:32 | limit=120 | trial  92 | gates= 234 |   38.9s | overall 992/1000
00:06:35 | limit=120 | trial  94 | gates= 234 |   34.6s | overall 993/1000
00:06:35 | limit=120 | trial  93 | gates= 236 |   35.5s | overall 994/1000
00:06:36 | limit=120 | trial  95 | gates= 234 |   34.3s | overall 995/1000
00:06:36 | limit=120 | trial  97 | gates= 230 |   32.8s | overall 996/1000
00:06:37 | limit=120 | trial  96 | gates= 236 |   33.5s | overall 997/1000
00:06:37 | limit=120 | trial  98 | gates= 234 |   32.5s | overall 998/1000
00:06:37 | limit=120 | trial  99 | gates= 238 |   31.5s | overall 999/1000
00:06:39 | limit=120 | trial 100 | gates= 238 |   31.3s | overall 1000/1000
